TileSeeker,0,47
Decomposer Unit 0,14,215,216,220,221,222,226,229,231,236,237,238,239,240,241,242,243,244,245,248,249,250,251,254,255,256,257,258,260,298,299,356,357,443
Decomposer Unit 1,15,213,221,222,231,248,251,254,255,259,260,261,262,263,265,269,271,276,277,292,293,303,304,313,314,316,318,321,326,330,332,333,334,341,342,343,344,347,348,349,350,351,352,353,357,441
Decomposer Unit 2,16,212,231,232,233,241,251,277,279,282,283,294,301,302,338,339,342,343,344,345,346,441
Decomposer Unit 3,21,213,231,234,253,259,260,264,267,268,285,286,287,291,301,302,344,347,357,438
Decomposer Unit 4,22,222,231,234,253,265,357,438
Decomposer Unit 5,22,215,233,235,253,258,260,261,357,358,359,437
Decomposer Unit 6,23,215,253,254,357,440
Decomposer Unit 7,24,213,357,358,359,360,361,362,363,439
InsideTileDecomposer,17,443
MinTileRaster,39,44,47,136,149,151,152,154,156,158,159,167,198,199,200,226,228,229,233,244,247,249,253,330,336,337,338,340,346,349,354,357,359,560
